"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
"1" 1.50093194940655 1.43870837318958 -0.97434436506777 0.307108863840333 0.448349459802078 0.914352437112542 -2.13883233535164 -0.988005439637417 0.417496942560613 1.0551052162074 0.936307136106287
"2" 0.369597531958125 0.639897171424262 -1.02793003983432 0.0670764540296794 -0.747806904208908 -0.51810613289898 0.838323120434775 1.18051444540389 0.510010097920327 1.31014540456974 0.321590443965068
"3" -1.24909038343219 -0.522395466919903 1.36789668011443 -0.642985891006368 0.687631244572157 -1.42993214567908 0.141759253830668 -1.02644291182736 -0.837393890492904 -1.96633695056619 -1.56974184658378
"4" 0.0168155341011105 0.838644241431084 1.13846109022603 -0.751481110962159 0.0665603408509029 -0.0359266566067998 0.111898749946615 -0.758256860536863 1.03202263568439 1.73030905502125 0.561285010717028
"5" 0.0740766032464899 -0.0475873925509384 -0.0283751026253836 -1.0334184799093 -0.712186385451166 0.432725479464576 -0.00673100032641328 -0.278089741325169 0.388376162469615 0.0515330491492187 -1.62468883900671
"6" 0.589902041680128 -0.443682742892847 -0.226714466777279 -0.604554863777522 -0.944053155107864 0.0251456268250889 0.194981047206267 -0.427221000595429 -1.29561414983267 -0.317780476693911 -1.06382394265352
"7" 1.26895170974121 -0.655512035504132 -1.35032595493242 -0.247796205432751 -0.592473202238881 2.08882501003928 0.921709424156555 -0.179196393799083 -1.02824849602904 -0.0424119001397956 -0.713472343833544
"8" 0.489159676782032 -1.42485762435782 0.555341062448861 -0.145652792269663 1.23591226132619 -0.126125213273285 0.448189502050882 -0.266092569553364 -0.127298183910392 -0.016045307813292 0.65147646657218
"9" -0.138801479594968 0.673201591741072 1.34068982858196 0.46468735336083 -0.815866451705609 -1.89323775709138 -0.416525828878393 -1.50447337420418 1.12643330506696 0.282389893598887 -0.0103257951905641
"10" 0.715278970757649 2.31211171728944 0.212305747593534 0.3248554362228 -1.65949659298906 0.320288736915826 0.440109636465222 1.02334037266249 1.55662062070568 0.283112244527685 -0.692336800767498
"11" -0.179519071739962 -0.427017291590746 -1.32289372142247 0.304923265717122 1.03594513911874 1.86943284007134 1.39307613634494 -0.651585523632747 2.20584778500995 -1.08473486702787 -0.415749212670374
"12" -0.849023868250351 -0.271409160757411 0.144435238141951 -0.64354720729892 -1.44092653011839 -0.784234175919535 -1.72810758145459 0.210072010229743 -0.87359772388394 1.20808867891003 0.787348552763067
"13" 0.697723864550254 -1.40543341945733 -2.31991276307607 -0.442241209063171 0.59230983525249 2.18204111657335 -1.04712835970047 1.90262909264588 -1.38599918791021 1.18342885447586 0.628051686184465
"14" 1.03789356924502 -2.27993229695827 0.402165122854114 0.996623568233378 1.88220495474878 0.283955334164059 -0.183363815323537 0.465469762048378 -0.665983823925714 0.482678752056945 0.295325247449812
"15" -0.685926274176745 0.485372629948356 0.68695836782534 -1.39522816503794 0.887854306010281 -0.504675285061075 0.571229714947024 0.575625195370013 0.335741783192556 0.498301314033577 0.409774370395178
"16" 1.34058858482122 0.530159926567996 0.731494580356896 -0.601834845627975 -1.38775898261515 -0.667883893351552 -0.342980798075165 -0.546001535716695 1.68204732347939 0.355861732647563 0.54190341386221
"17" -0.833258796122619 -0.302108016496149 1.10202902807387 0.389548990341275 0.911090158604287 0.876129006846287 -2.06726969306347 0.621630599847332 0.347671797776461 0.00298680079598586 -0.129309967145094
"18" 0.919309307722635 -0.00828769327164317 -0.440067105785319 0.279586829867521 -0.910845803394602 1.3333244964196 -1.18411973168071 1.60060422251298 0.829665828816919 1.94218406317083 -0.153524705803666
"19" -0.363836727203812 -0.414206411745539 0.728796851509943 0.038655326167595 1.24771568700779 -0.802819560306098 -1.53214881567108 -1.47592410643385 -0.162515172039409 -1.35202004376329 -1.01251669857553
"20" 2.12029870311066 -0.197723572004153 1.96205431543051 -2.21520683883547 1.02840239905374 -1.45590798427348 0.0724490779722592 -1.11735974733906 0.385353077352351 0.669179648739383 -1.95955826186094
"21" -2.29164955790115 -1.1477266345656 -0.94638860712027 -1.00393843608369 0.432432277847951 -2.05649084182076 0.541366102478897 0.705126057688215 -0.274076947336495 0.829407085646504 0.126207181882071
"22" 1.31672492625664 1.59038347264773 -0.711453546087506 1.19586828073709 -0.279805657891281 -0.430453146932689 2.0306221915797 -0.83481037226854 0.997258022601972 0.296836409929285 0.412349333397767
"23" -0.737100426549337 2.22769630612101 1.4324086194856 -2.39285162137186 -0.686655530269433 -1.21879886872127 0.0803010294182634 -0.11430210465328 -1.13767277997068 0.347956229952893 -0.119996657726246
"24" 1.38734334848044 -1.8523236113409 0.57480545356696 0.170910008017483 1.45349814744351 0.732745850756804 0.521410996173713 -0.418540188894208 -0.967543917859811 -1.17502475593567 0.666659722281203
"25" -0.628499793236821 -0.752615600267448 0.455622216470998 0.423605242688696 1.26323510279371 -0.911584184802911 0.29645993117681 1.26084047138421 -0.17452209767231 0.0108613112026449 -1.43947674639436
"26" 2.32470003468172 -0.694330631691516 1.57899373340424 -0.060394140221941 1.63637287220846 0.326403701221467 -0.158858650770351 -0.737907140916937 -0.202044528415088 -1.3654122142593 0.207476076907961
"27" 2.15290801972851 1.00994620765269 0.959546179891791 0.842485986264417 1.35315295173289 -0.524219012482005 -0.676042223600736 -0.0286840339541328 -0.290977730984645 -0.220176951725749 -1.05482631602456
"28" -2.48598882218047 1.0947266035395 -1.07770873444739 -0.281175917069322 0.123840500846072 0.331974571434761 1.36690407738913 0.851124463661919 -0.352806318518899 -0.0605695799627426 0.0574256502847454
"29" 0.924898842963161 -0.131000754781683 0.771792787507584 -0.0674256131295968 -0.889155352234282 -1.45495182229562 -0.441429439024371 -1.45904965023761 0.33044693417847 -0.29456081111884 -0.241862846331431
"30" 1.0261694192678 -0.610910900937275 -0.589952739100607 -1.12358305544496 -0.28005460406972 2.03340215597564 0.373317548757754 -1.30874375663362 1.52351390714374 -0.222442888274885 1.30809987320071
"31" 0.925575426798661 1.32431222219805 0.711901186215149 0.938428585124306 -0.361064016532571 1.87754153288613 0.0707397972116278 1.60523118589923 1.29057840129124 1.76373393231577 0.799696089565368
"32" -0.677193079186032 -0.619832549772244 -1.40929849509395 0.588801177341883 0.0931935588084127 0.367082677128231 -0.300915257776362 0.431449302562678 0.919182044744162 -1.85481064755247 0.683643634504774
"33" -0.225724021801781 -1.09361677665695 -0.307738235708907 0.547940552713774 0.860071798620855 -1.00101877446824 1.13126487903784 1.97724640395925 0.331009272066057 1.57050547000178 0.15424868339362
"34" 1.75514183401042 0.645152188839134 0.688013581225864 0.616600919415984 -3.77876427208303 1.30444028106851 -0.168352663178695 -1.68736308620381 0.142256256860122 0.089476975694281 1.90034462311595
